May,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,8.8,22.1,-11.0,78.0,100.0,21.0,2.0,26.0,0.1
2006,11.4,25.2,1.6,72.0,100.0,23.0,2.0,26.0,0.3
2007,11.0,25.2,3.9,73.0,100.0,11.0,0.9,25.0,0.1
2008,10.95,24.8,1.5,79.0,100.0,30.0,4.0,20.0,0.3
2009,12.95,26.1,1.0,57.5,100.0,10.0,2.0,8.0,0.3
2010,12.1,26.7,3.2,67.0,100.0,16.0,1.5,47.0,0.3
2011,8.85,23.7,1.4,79.0,100.0,22.0,2.0,13.0,0.1
2012,11.1,25.1,3.2,75.5,98.0,19.0,1.0,14.0,0.1
2013,10.9,28.8,0.5,82.0,97.0,22.0,2.5,22.0,0.1
2014,11.65,26.0,2.3,73.0,97.0,17.0,5.0,34.0,0.1
2015,11.4,26.2,1.8,67.0,95.0,6.0,1.0,12.0,0.1
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,18.3,28.7,12.1,91.0,100.0,40.0,1.0,44.0,0.1
2006,19.2,30.9,11.5,84.0,100.0,35.0,3.0,23.0,0.1
2007,17.6,30.6,12.0,86.5,100.0,11.0,1.0,46.0,0.3
2008,20.0,31.7,11.8,89.0,100.0,43.0,2.5,45.0,0.4
2009,17.5,27.4,13.0,92.0,100.0,50.0,3.0,58.0,0.1
2010,20.2,29.5,14.6,93.0,100.0,55.0,3.0,89.0,0.1
2011,19.7,30.6,12.6,91.0,100.0,42.0,7.0,76.0,0.3
2012,19.35,31.7,12.1,85.0,98.0,45.0,5.0,33.0,0.3
2013,19.9,29.7,15.0,90.0,100.0,48.0,5.5,90.0,0.1
2014,20.4,29.0,14.0,86.0,99.0,38.0,0.8,34.0,0.1
2015,19.9,31.6,11.7,84.0,100.0,35.0,0.5,65.0,0.1
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,16.85,32.1,10.2,87.0,100.0,30.0,2.0,13.0,0.1
2006,14.0,25.2,6.2,86.5,100.0,20.0,1.5,15.0,0.1
2007,17.0,29.7,8.4,79.0,100.0,12.0,1.5,12.0,0.3
2008,15.8,28.7,5.8,76.0,100.0,29.0,7.0,61.0,0.3
2009,14.2,27.6,6.7,87.0,100.0,39.0,2.0,32.0,0.1
2010,19.0,32.9,7.3,80.5,100.0,5.0,1.0,24.0,0.1
2011,15.7,29.6,6.2,86.0,100.0,43.0,4.0,16.0,0.3
2012,14.8,26.4,9.2,86.0,97.0,36.0,0.6,21.0,0.1
2013,15.85,27.6,8.4,86.5,98.0,24.0,0.95,11.0,0.3
2014,16.75,30.3,10.4,89.0,100.0,30.0,4.0,12.0,0.7
2015,15.1,29.7,7.9,85.0,100.0,29.0,2.5,14.0,0.1
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,21.2,31.6,10.3,87.0,100.0,40.0,3.5,30.0,0.1
2006,21.95,32.0,12.5,85.0,100.0,38.0,7.0,167.0,0.2
2007,21.0,29.6,11.3,88.0,100.0,12.0,2.0,86.0,0.3
2008,20.0,32.7,11.6,85.0,100.0,40.0,9.0,63.0,0.3
2009,19.2,29.0,7.2,84.0,100.0,32.0,2.5,75.0,0.3
2010,22.0,29.8,15.5,90.0,100.0,41.0,2.0,93.0,0.1
2011,21.15,30.7,11.6,86.0,100.0,37.0,2.0,16.0,0.1
2012,20.2,29.5,9.4,91.0,98.0,39.0,4.0,59.0,0.4
2013,21.2,30.8,9.9,88.0,97.0,39.0,4.0,43.0,0.1
2014,19.95,30.7,10.6,77.0,96.0,35.0,6.0,32.0,0.1
2015,20.0,32.4,11.9,87.0,96.0,42.0,7.0,171.0,0.3
