May,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,8.0,20.7,0.5,89.0,100.0,14.0,2.0,22.0,0.1
2006,9.6,19.5,2.6,86.0,100.0,21.0,2.0,32.0,0.1
2007,9.3,22.1,3.5,85.0,100.0,20.0,2.0,99.0,0.1
2008,9.0,18.5,3.5,89.0,100.0,31.0,1.0,22.0,0.1
2009,10.5,23.7,1.8,71.0,100.0,10.0,0.75,2.0,0.1
2010,9.2,23.0,1.2,82.0,100.0,28.0,4.0,38.0,0.1
2011,6.6,22.5,0.6,95.0,100.0,26.0,2.0,10.0,0.1
2012,9.5,23.4,3.9,89.0,100.0,25.0,1.0,18.0,0.3
2013,7.55,22.8,2.0,98.0,100.0,32.0,1.0,32.0,0.1
2014,9.4,22.7,3.3,83.0,100.0,23.0,2.5,31.0,0.1
2015,9.9,21.0,4.1,77.0,100.0,13.0,1.0,10.0,0.2
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,16.7,26.2,12.0,98.0,100.0,50.0,3.0,115.0,0.4
2006,18.1,28.5,6.4,91.0,100.0,13.0,2.0,19.0,0.1
2007,16.3,27.2,11.6,92.0,100.0,37.0,1.0,38.0,0.1
2008,18.5,30.0,13.6,98.0,100.0,49.0,9.5,48.0,0.3
2009,15.5,26.7,10.8,99.0,100.0,16.0,2.0,32.0,0.1
2010,18.6,26.9,13.3,99.0,100.0,52.0,2.0,33.0,0.3
2011,17.6,28.3,13.8,98.0,100.0,44.0,1.0,26.0,0.3
2012,17.2,29.1,12.7,97.0,100.0,56.0,5.0,25.0,0.3
2013,18.5,28.0,15.9,99.0,100.0,47.0,2.0,65.0,0.3
2014,19.5,27.8,14.3,98.0,100.0,52.0,0.6,131.0,0.1
2015,18.4,28.6,11.6,90.0,100.0,44.0,2.0,67.0,0.3
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,13.5,26.7,6.0,99.0,100.0,43.0,0.9,18.0,0.1
2006,11.6,22.2,6.9,99.0,100.0,20.0,1.0,23.0,0.1
2007,14.5,27.4,9.0,94.0,100.0,24.0,2.0,9.0,0.1
2008,14.2,26.1,6.3,84.0,100.0,27.0,0.4,86.0,0.3
2009,11.8,25.6,7.1,97.0,100.0,45.0,2.0,45.0,0.1
2010,16.8,31.2,5.7,91.0,100.0,34.0,0.8,4.0,0.1
2011,13.4,24.7,-8.7,96.0,100.0,56.0,1.0,19.0,0.1
2012,12.3,21.0,8.6,100.0,100.0,57.0,1.0,17.0,0.1
2013,13.15,25.5,7.4,98.0,100.0,48.0,0.8,19.0,0.3
2014,15.0,26.1,9.5,95.0,100.0,30.0,1.0,21.0,0.1
2015,13.2,25.1,8.1,96.0,100.0,39.0,2.0,20.0,0.3
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,20.4,28.9,13.5,90.5,100.0,24.0,2.0,33.0,0.1
2006,21.4,29.2,14.6,91.0,100.0,43.0,0.8,81.0,0.2
2007,20.35,29.1,15.3,95.0,100.0,34.0,1.0,81.0,0.3
2008,20.2,29.6,14.0,89.0,100.0,46.0,2.0,38.0,0.1
2009,19.8,26.6,12.2,90.0,100.0,26.0,8.0,49.0,0.4
2010,22.2,28.2,17.7,93.0,100.0,45.0,1.0,31.0,0.1
2011,20.7,30.0,16.2,92.0,100.0,40.0,0.9,53.0,0.1
2012,19.8,27.4,11.2,96.0,100.0,46.0,4.0,23.0,0.1
2013,21.1,29.8,10.9,92.5,100.0,50.0,2.0,70.0,0.3
2014,19.8,27.9,15.5,86.0,100.0,45.0,0.65,44.0,0.3
2015,20.1,29.0,12.5,94.0,100.0,46.0,3.0,61.0,0.2
