May,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,9.85,24.8,0.4,76.0,100.0,20.0,3.0,16.0,0.3
2006,13.1,28.2,3.7,69.0,99.0,27.0,2.0,8.0,0.1
2007,11.55,30.7,1.4,78.0,100.0,32.0,2.0,42.0,0.1
2008,11.3,23.5,1.7,82.0,100.0,27.0,2.0,27.0,0.1
2009,14.15,30.5,1.8,65.0,100.0,17.0,4.0,10.0,0.9
2010,12.75,25.7,3.4,80.5,100.0,20.0,1.5,47.0,0.1
2011,9.55,24.5,3.5,77.0,100.0,23.0,2.0,24.0,0.5
2012,12.2,28.0,4.6,73.0,100.0,18.0,1.0,8.0,0.3
2013,11.65,28.4,2.9,78.0,97.0,15.0,2.0,22.0,0.4
2014,12.5,30.2,1.6,77.0,97.0,16.0,2.0,20.0,0.1
2015,11.55,29.3,1.1,74.0,99.0,12.0,2.0,18.0,0.1
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,19.6,30.2,13.3,91.0,99.0,37.0,4.0,39.0,0.4
2006,20.2,31.7,5.0,83.0,99.0,49.0,2.0,14.0,0.3
2007,19.0,32.8,11.7,82.0,96.0,48.0,1.0,27.0,0.1
2008,21.1,30.0,14.5,89.0,100.0,54.0,5.0,33.0,1.0
2009,18.8,28.7,11.9,93.0,100.0,56.0,5.0,36.0,0.3
2010,21.2,29.5,10.4,90.0,100.0,42.0,2.0,28.0,0.2
2011,20.8,29.0,13.4,87.0,100.0,52.0,2.0,21.0,0.5
2012,20.7,31.3,14.6,86.0,100.0,40.0,4.0,32.0,0.3
2013,21.1,30.3,16.9,88.0,97.0,53.0,3.0,38.0,0.1
2014,21.05,29.5,14.9,84.0,99.0,47.0,2.5,24.0,0.1
2015,20.5,31.2,12.0,79.0,100.0,34.0,6.0,67.0,0.3
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,18.25,29.1,10.7,81.0,99.0,32.0,0.9,23.0,0.3
2006,15.1,23.9,8.6,89.0,100.0,52.0,2.5,18.0,0.1
2007,17.95,29.1,11.0,82.0,98.0,37.0,3.0,24.0,0.3
2008,17.6,31.4,7.4,79.0,100.0,39.0,0.4,27.0,0.1
2009,15.5,26.1,7.2,87.0,100.0,48.0,3.0,18.0,0.3
2010,20.1,34.7,9.4,82.0,100.0,45.0,3.0,10.0,0.1
2011,16.6,29.9,6.9,84.0,100.0,48.0,2.0,18.0,0.1
2012,16.2,31.3,10.7,87.0,99.0,29.0,3.0,19.0,0.3
2013,18.0,29.8,9.9,81.0,97.0,32.0,2.0,54.0,0.1
2014,18.4,31.3,10.6,80.0,98.0,34.0,2.0,17.0,0.3
2015,17.2,30.3,11.3,80.0,100.0,35.0,2.5,26.0,0.2
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,21.7,30.5,11.1,83.0,100.0,43.0,3.0,23.0,0.3
2006,21.9,31.9,13.5,80.0,100.0,27.0,5.0,44.0,0.3
2007,21.7,30.9,11.1,85.0,100.0,38.0,2.5,17.0,0.1
2008,20.9,29.9,12.1,81.0,99.0,41.0,5.0,22.0,0.3
2009,20.5,28.1,6.3,85.0,100.0,39.0,2.0,31.0,0.3
2010,22.5,29.8,15.5,83.0,99.0,32.0,3.0,27.0,0.4
2011,21.45,31.6,12.4,85.0,99.0,33.0,2.0,18.0,0.3
2012,20.6,28.3,8.5,87.0,98.0,44.0,4.0,40.0,0.1
2013,22.1,30.7,9.5,86.0,97.0,46.0,2.5,32.0,0.1
2014,21.2,30.5,11.1,82.0,100.0,49.0,2.0,13.0,0.3
2015,21.0,30.6,15.7,86.0,100.0,48.0,4.0,34.0,0.3
