May,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,9.7,19.9,1.4,87.5,100.0,22.0,4.0,34.0,0.4
2006,10.8,22.7,3.8,83.0,100.0,19.0,2.0,11.0,0.1
2007,10.6,23.6,4.2,83.0,100.0,17.0,1.0,46.0,0.3
2008,10.15,21.6,4.1,89.0,100.0,29.0,5.0,42.0,0.3
2009,12.05,25.7,5.9,73.0,100.0,12.0,1.0,2.0,0.4
2010,10.0,24.7,3.8,84.0,100.0,31.0,9.0,28.0,0.3
2011,8.45,24.8,2.4,91.0,100.0,22.0,3.0,21.0,0.3
2012,10.4,25.2,5.6,85.0,100.0,25.0,0.9,16.0,0.3
2013,8.6,25.5,4.1,91.0,100.0,17.0,1.0,20.0,0.3
2014,11.1,24.0,5.6,78.5,96.0,21.0,3.0,32.0,0.3
2015,11.5,23.1,5.3,76.0,97.0,12.0,2.0,25.0,0.3
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,18.5,30.0,13.4,97.0,100.0,23.0,6.0,63.0,0.4
2006,19.2,27.6,14.1,88.0,100.0,35.0,2.0,26.0,0.7
2007,17.1,31.2,13.4,88.0,100.0,31.0,1.0,35.0,0.2
2008,20.9,31.6,14.3,93.0,100.0,50.0,3.0,58.0,0.3
2009,17.2,28.5,11.7,96.0,100.0,48.0,3.0,32.0,0.4
2010,20.6,29.2,13.9,96.0,100.0,45.0,1.0,40.0,0.3
2011,19.0,30.3,14.1,95.0,100.0,46.0,2.0,24.0,0.1
2012,18.4,31.4,11.9,94.0,100.0,53.0,3.0,51.0,0.3
2013,20.3,28.6,16.3,94.0,98.0,60.0,4.0,39.0,0.3
2014,21.35,29.2,16.7,87.0,97.0,44.0,2.5,17.0,0.3
2015,19.9,29.7,13.4,88.0,98.0,44.0,3.0,50.0,0.3
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,14.3,30.9,8.6,97.0,100.0,46.0,2.0,30.0,0.1
2006,12.7,25.7,8.4,96.0,100.0,26.0,3.0,50.0,0.1
2007,15.8,31.2,10.6,88.0,100.0,29.0,1.0,17.0,0.4
2008,15.35,26.6,7.1,86.0,100.0,43.0,0.7,35.0,0.4
2009,12.8,25.6,8.5,96.0,100.0,49.0,2.0,26.0,0.2
2010,17.3,33.6,8.2,86.0,100.0,30.0,2.0,11.0,0.3
2011,14.75,27.7,6.4,92.0,100.0,39.0,4.0,16.0,0.4
2012,13.3,20.1,8.5,96.0,100.0,64.0,0.9,49.0,0.1
2013,14.6,26.2,9.6,94.0,100.0,44.0,2.0,989.0,0.1
2014,15.5,26.4,10.9,90.0,97.0,43.0,3.0,11.0,0.4
2015,15.4,23.6,9.7,89.0,100.0,43.0,5.0,11.0,0.3
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,22.2,29.0,3.0,89.5,100.0,21.0,4.0,59.0,0.1
2006,22.9,31.7,15.8,88.0,100.0,37.0,3.0,54.0,0.4
2007,21.6,30.6,15.0,89.5,100.0,34.0,4.0,24.0,0.4
2008,21.6,30.3,0.6,84.0,100.0,32.0,4.0,22.0,0.4
2009,21.2,28.9,10.3,85.0,100.0,33.0,8.0,43.0,0.3
2010,23.2,29.6,18.2,87.0,100.0,40.0,1.5,38.0,0.3
2011,21.7,32.3,16.1,91.0,100.0,50.0,4.0,42.0,0.1
2012,21.2,29.8,11.4,91.0,98.0,47.0,2.0,38.0,0.2
2013,22.3,31.8,11.7,83.5,97.0,43.0,4.0,43.0,0.3
2014,21.5,31.5,15.4,81.5,96.0,30.0,2.0,27.0,0.4
2015,21.6,30.8,14.6,90.0,98.0,48.0,2.0,49.0,0.3
