May,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,8.3,20.0,1.8,79.0,100.0,19.0,5.0,29.0,0.1
2006,9.2,20.9,0.7,80.0,100.0,15.0,1.0,9.0,0.3
2007,8.85,20.8,3.7,84.5,100.0,27.0,3.0,20.0,0.3
2008,8.9,16.9,2.3,87.0,100.0,34.0,1.0,30.0,0.1
2009,9.5,20.0,2.4,80.0,100.0,14.0,5.0,10.0,1.0
2010,7.9,18.2,2.6,83.0,100.0,39.0,1.35,35.0,0.1
2011,5.9,19.2,2.2,90.0,100.0,23.0,3.0,13.0,0.1
2012,8.0,18.9,2.1,87.0,98.0,33.0,0.9,28.0,0.1
2013,7.4,19.9,1.0,88.0,96.0,37.0,1.0,62.0,0.1
2014,9.0,21.7,3.4,81.0,97.0,27.0,3.0,25.0,0.1
2015,9.3,20.7,2.1,75.0,98.0,21.0,6.0,22.0,0.7
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,17.4,27.8,12.4,91.0,100.0,38.0,3.0,82.0,0.1
2006,19.0,29.2,13.0,87.0,100.0,36.0,1.0,130.0,0.1
2007,16.8,24.0,10.4,84.0,100.0,52.0,2.0,39.0,0.3
2008,18.1,24.9,12.9,92.0,100.0,60.0,4.0,37.0,0.7
2009,15.2,22.8,11.0,94.0,100.0,70.0,2.0,39.0,0.3
2010,18.3,24.1,13.9,95.0,100.0,72.0,5.0,40.0,0.3
2011,17.4,24.6,10.3,94.0,100.0,46.0,9.0,48.0,0.3
2012,17.0,26.6,12.1,90.0,100.0,61.0,2.0,69.0,0.1
2013,19.1,27.4,14.7,92.0,100.0,46.0,4.0,126.0,0.1
2014,18.6,26.9,12.6,89.5,98.0,37.0,3.0,122.0,0.3
2015,17.15,27.6,10.5,91.0,98.0,46.0,2.0,36.0,0.1
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,13.4,26.1,8.8,90.5,100.0,56.0,1.0,9.0,0.1
2006,11.8,21.4,7.0,92.0,100.0,48.0,2.0,57.0,0.5
2007,14.15,31.2,7.4,89.0,100.0,28.0,4.0,17.0,0.4
2008,13.45,24.8,6.4,81.0,100.0,30.0,2.25,85.0,0.1
2009,11.3,23.2,6.6,93.0,100.0,28.0,5.0,40.0,0.4
2010,15.0,26.3,5.9,92.5,100.0,31.0,4.0,20.0,0.5
2011,12.1,22.2,5.9,87.0,100.0,63.0,1.45,10.0,0.1
2012,12.3,20.2,6.1,90.0,97.0,59.0,0.9,9.0,0.3
2013,13.1,20.7,6.9,89.0,100.0,52.0,2.0,9.0,0.4
2014,14.1,25.0,9.0,88.0,98.0,39.0,2.0,23.0,0.4
2015,12.7,23.3,7.8,90.0,100.0,27.0,3.0,15.0,0.5
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,nan,nan,nan,nan,nan,nan,nan,nan,nan
2005,21.6,28.4,13.0,88.0,100.0,59.0,4.5,27.0,0.1
2006,22.35,29.3,16.0,90.0,100.0,49.0,4.0,35.0,0.5
2007,20.6,26.7,12.5,92.0,100.0,31.0,1.0,54.0,0.2
2008,19.85,29.3,11.9,87.0,100.0,50.0,7.0,84.0,0.3
2009,18.7,25.9,9.9,91.0,100.0,30.0,4.0,134.0,0.3
2010,22.3,27.8,16.5,90.0,100.0,58.0,7.0,18.0,0.3
2011,20.9,29.9,12.3,90.0,100.0,48.0,2.5,24.0,0.3
2012,20.1,27.7,14.2,90.0,96.0,38.0,8.0,33.0,0.7
2013,20.75,27.5,12.0,90.0,98.0,49.0,2.0,26.0,0.6
2014,19.65,28.3,11.5,81.0,98.0,45.0,6.5,39.0,0.7
2015,19.9,26.0,14.2,87.0,98.0,47.0,2.0,42.0,0.3
